Word,Document Frequency,Term Frequency,Postings
solv,22,26,"['ADM 1100', 'ADM 1300', 'ADM 1370', 'ADM 2302', 'ADM 6321', 'PSY 3378', 'PSY 5105', 'PSY 6143', 'PSY 6147', 'PSY 6947', 'MAT 1318', 'MAT 1332', 'CSI 1306', 'CSI 1308', 'CSI 1390', 'CSI 2120', 'CSI 5124', 'CSI 5127', 'CSI 5131', 'CSI 5164', 'CSI 5165', 'CSI 5308']"
solvabl,1,1,['MAT 4142']
sor,1,1,['MAT 3380']
sort,2,2,"['CSI 2110', 'CSI 4140']"
sou,1,2,['PSY 6042']
sound,1,1,['ADM 6315']
sourc,6,6,"['ADM 3317', 'ADM 3345', 'PSY 6114', 'PSY 6903', 'CSI 1306', 'CSI 5100']"
space,27,35,"['MAT 1302', 'MAT 1325', 'MAT 1341', 'MAT 2141', 'MAT 2342', 'MAT 3101', 'MAT 3120', 'MAT 3153', 'MAT 3379', 'MAT 4124', 'MAT 4125', 'MAT 4126', 'MAT 4144', 'MAT 4153', 'MAT 4155', 'MAT 4157', 'MAT 4170', 'MAT 4371', 'MAT 4373', 'MAT 5125', 'MAT 5126', 'MAT 5133', 'MAT 5144', 'MAT 5151', 'MAT 5152', 'MAT 5170', 'MAT 5341']"
span,2,2,"['MAT 5106', 'CSI 2110']"
spanner,1,2,['CSI 5127']
spare,1,1,['PSY 4180']
spatial,5,6,"['PSY 4173', 'PSY 5103', 'MAT 5198', 'CSI 5102', 'CSI 5168']"
spatialperceptualconstruct,2,2,"['PSY 5125', 'PSY 5924']"
speci,2,2,"['PSY 6117', 'PSY 6906']"
special,13,13,"['ADM 3322', 'ADM 3346', 'ADM 4103', 'ADM 4336', 'ADM 4348', 'ADM 6315', 'PSY 6134', 'PSY 6931', 'MAT 3155', 'MAT 5131', 'MAT 5161', 'CSI 5116', 'CSI 5180']"
specialist,1,1,['ADM 4338']
specif,22,24,"['ADM 1370', 'ADM 2342', 'ADM 3322', 'ADM 3340', 'ADM 3363', 'ADM 3379', 'ADM 3994', 'ADM 4341', 'ADM 4355', 'ADM 4994', 'ADM 6277', 'ADM 6316', 'PSY 6107', 'PSY 6122', 'PSY 6132', 'PSY 6920', 'PSY 6932', 'PSY 7101', 'CSI 5110', 'CSI 5153', 'CSI 5174', 'CSI 5904']"
specifi,1,1,['MAT 1318']
spectral,5,6,"['PSY 6114', 'PSY 6903', 'MAT 4124', 'MAT 5180', 'CSI 5168']"
spectrum,1,1,['MAT 5144']
speech,2,2,"['PSY 3136', 'CSI 5185']"
speed,1,1,['CSI 5173']
spheric,1,1,['MAT 2122']
spin,1,1,['ADM 4903']
spline,1,1,['CSI 5146']
split,2,2,"['MAT 3378', 'MAT 5195']"
sponsor,3,3,"['ADM 4322', 'ADM 4325', 'MAT 5996']"
spous,1,1,['PSY 3123']
spreadsheet,2,2,"['ADM 1370', 'CSI 1306']"
spreadspectrum,1,1,['CSI 5142']
sql,1,2,['CSI 2132']
squar,11,11,"['ADM 2304', 'PSY 2106', 'PSY 5120', 'MAT 1372', 'MAT 2342', 'MAT 2377', 'MAT 3378', 'MAT 4349', 'MAT 5176', 'MAT 5195', 'MAT 5317']"
stabil,4,4,"['MAT 1330', 'MAT 1332', 'MAT 3130', 'MAT 5180']"
stabilityinvari,1,1,['MAT 5131']
staf,3,5,"['ADM 2337', 'ADM 3333', 'ADM 6367']"
staff,4,4,"['PSY 5158', 'PSY 5958', 'PSY 7106', 'PSY 7906']"
staffingtrain,1,1,['ADM 4338']
stage,9,11,"['ADM 2901', 'ADM 3901', 'ADM 3902', 'ADM 4318', 'ADM 4901', 'ADM 4902', 'PSY 6167', 'PSY 6963', 'MAT 3377']"
stakehold,2,2,"['ADM 4103', 'ADM 6260']"
standard,19,19,"['ADM 2341', 'ADM 4318', 'ADM 4342', 'ADM 6260', 'ADM 6277', 'PSY 3307', 'PSY 4127', 'PSY 6170', 'MAT 1325', 'MAT 1341', 'MAT 1371', 'MAT 1373', 'MAT 4162', 'MAT 5192', 'CSI 2372', 'CSI 4133', 'CSI 5112', 'CSI 5175', 'CSI 7314']"
startup,1,1,['ADM 6368']
stat,20,20,"['MAT 5170', 'MAT 5172', 'MAT 5173', 'MAT 5174', 'MAT 5175', 'MAT 5176', 'MAT 5177', 'MAT 5181', 'MAT 5182', 'MAT 5190', 'MAT 5191', 'MAT 5192', 'MAT 5193', 'MAT 5194', 'MAT 5195', 'MAT 5196', 'MAT 5197', 'MAT 5317', 'MAT 5318', 'MAT 5375']"
state,3,3,"['PSY 3109', 'MAT 3379', 'MAT 4371']"
statement,8,15,"['ADM 1340', 'ADM 2342', 'ADM 3340', 'ADM 3349', 'ADM 4350', 'ADM 5341', 'ADM 6342', 'MAT 1320']"
static,1,1,['CSI 5135']
stationar,1,1,['MAT 3379']
stationari,1,1,['MAT 5185']
statist,30,48,"['ADM 2303', 'ADM 2304', 'ADM 5300', 'ADM 6301', 'PSY 2106', 'PSY 2116', 'PSY 5120', 'PSY 5121', 'PSY 5133', 'PSY 6105', 'PSY 6144', 'PSY 6941', 'MAT 1371', 'MAT 1373', 'MAT 1395', 'MAT 2375', 'MAT 2377', 'MAT 2379', 'MAT 3375', 'MAT 3377', 'MAT 3378', 'MAT 4375', 'MAT 4376', 'MAT 4378', 'MAT 5182', 'MAT 5190', 'MAT 6997', 'CSI 4142', 'CSI 5386', 'CSI 5387']"
statu,1,1,['PSY 4122']
statutori,1,1,['ADM 3360']
steenrod,2,2,"['MAT 4157', 'MAT 5152']"
steepest,1,1,['MAT 5185']
steganographi,1,1,['CSI 5168']
steiner,1,1,['MAT 4349']
step,2,2,"['ADM 2313', 'PSY 3123']"
stereotyp,2,2,"['PSY 3121', 'PSY 5113']"
stimul,1,1,['PSY 4302']
stimulu,2,2,"['PSY 6152', 'PSY 6952']"
stochast,5,6,"['MAT 3172', 'MAT 4371', 'MAT 5173', 'MAT 5197', 'MAT 5198']"
stoke,1,1,['MAT 2322']
stokess,1,1,['MAT 2122']
stone,1,1,['MAT 5125']
stop,2,2,"['MAT 4372', 'MAT 5197']"
storag,1,1,['CSI 3131']
strateg,17,21,"['ADM 1101', 'ADM 1301', 'ADM 1370', 'ADM 2320', 'ADM 4311', 'ADM 4315', 'ADM 4319', 'ADM 4325', 'ADM 4326', 'ADM 4328', 'ADM 4337', 'ADM 5360', 'ADM 5361', 'ADM 5370', 'ADM 6281', 'ADM 6376', 'ADM 6420']"
strategi,47,60,"['ADM 2313', 'ADM 2381', 'ADM 3301', 'ADM 3321', 'ADM 3326', 'ADM 3993', 'ADM 4311', 'ADM 4312', 'ADM 4316', 'ADM 4318', 'ADM 4319', 'ADM 4322', 'ADM 4326', 'ADM 4328', 'ADM 4338', 'ADM 4339', 'ADM 4345', 'ADM 4350', 'ADM 4351', 'ADM 4352', 'ADM 4377', 'ADM 5331', 'ADM 5360', 'ADM 5361', 'ADM 6274', 'ADM 6279', 'ADM 6286', 'ADM 6324', 'ADM 6325', 'ADM 6326', 'ADM 6330', 'ADM 6357', 'ADM 6367', 'PSY 3128', 'PSY 3377', 'PSY 4173', 'PSY 4174', 'PSY 5133', 'PSY 6116', 'PSY 6123', 'PSY 6182', 'PSY 6905', 'PSY 6923', 'PSY 6982', 'CSI 2120', 'CSI 4140', 'CSI 5174']"
strategist,1,1,['ADM 6279']
stratif,1,2,['MAT 5192']
stratifi,1,2,['MAT 3377']
stream,6,6,"['ADM 6275', 'ADM 6277', 'ADM 6287', 'CSI 2372', 'CSI 5106', 'CSI 5154']"
strength,1,1,['ADM 6344']
stress,4,4,"['PSY 6123', 'PSY 6923', 'PSY 7109', 'PSY 7909']"
stressor,2,2,"['PSY 6123', 'PSY 6923']"
string,3,3,"['CSI 2110', 'CSI 4126', 'CSI 5185']"
strongli,1,1,['MAT 1308']
structur,45,51,"['ADM 2302', 'ADM 3319', 'ADM 3334', 'ADM 3337', 'ADM 3350', 'ADM 3351', 'ADM 4318', 'ADM 4352', 'ADM 4379', 'ADM 5351', 'ADM 5361', 'ADM 6275', 'ADM 6279', 'ADM 6287', 'ADM 6330', 'ADM 6332', 'ADM 6340', 'ADM 6350', 'ADM 6358', 'ADM 6367', 'PSY 5111', 'PSY 5911', 'PSY 6114', 'PSY 6903', 'PSY 7101', 'MAT 1348', 'MAT 2143', 'MAT 4142', 'MAT 4155', 'MAT 5107', 'MAT 5176', 'CSI 1308', 'CSI 2101', 'CSI 3120', 'CSI 3140', 'CSI 4126', 'CSI 4130', 'CSI 4141', 'CSI 5102', 'CSI 5115', 'CSI 5121', 'CSI 5129', 'CSI 5152', 'CSI 5185', 'CSI 5390']"
student,45,80,"['ADM 1100', 'ADM 1101', 'ADM 1300', 'ADM 1301', 'ADM 1340', 'ADM 2341', 'ADM 2342', 'ADM 3305', 'ADM 3313', 'ADM 3357', 'ADM 3360', 'ADM 4103', 'ADM 4311', 'ADM 4312', 'ADM 4322', 'ADM 4325', 'ADM 4338', 'ADM 4340', 'ADM 4357', 'ADM 4363', 'ADM 4903', 'ADM 4904', 'ADM 4905', 'ADM 4964', 'ADM 4998', 'ADM 4999', 'ADM 6260', 'ADM 6392', 'ADM 6395', 'PSY 4173', 'PSY 4276', 'PSY 5158', 'PSY 5958', 'PSY 6002', 'PSY 6105', 'PSY 6113', 'MAT 1302', 'MAT 1308', 'MAT 4900', 'MAT 4992', 'MAT 5992', 'MAT 5996', 'MAT 9998', 'CSI 4900', 'CSI 7314']"
studi,76,93,"['ADM 2342', 'ADM 3302', 'ADM 3317', 'ADM 3318', 'ADM 3323', 'ADM 3333', 'ADM 3340', 'ADM 3346', 'ADM 3360', 'ADM 3396', 'ADM 3998', 'ADM 4103', 'ADM 4311', 'ADM 4322', 'ADM 4340', 'ADM 4352', 'ADM 4377', 'ADM 4396', 'ADM 4904', 'ADM 4905', 'ADM 6302', 'ADM 6392', 'ADM 6396', 'ADM 6901', 'PSY 2105', 'PSY 3132', 'PSY 3135', 'PSY 3171', 'PSY 3173', 'PSY 3303', 'PSY 4110', 'PSY 4122', 'PSY 4180', 'PSY 4371', 'PSY 5158', 'PSY 5424', 'PSY 5958', 'PSY 6103', 'PSY 6105', 'PSY 6116', 'PSY 6117', 'PSY 6127', 'PSY 6132', 'PSY 6145', 'PSY 6146', 'PSY 6147', 'PSY 6151', 'PSY 6166', 'PSY 6167', 'PSY 6906', 'PSY 6927', 'PSY 6932', 'PSY 6945', 'PSY 6946', 'PSY 6947', 'PSY 6951', 'PSY 6962', 'PSY 6963', 'PSY 7101', 'PSY 7106', 'PSY 7167', 'PSY 7906', 'MAT 1308', 'MAT 4900', 'MAT 5192', 'MAT 6997', 'CSI 5111', 'CSI 5113', 'CSI 5122', 'CSI 5129', 'CSI 5135', 'CSI 5151', 'CSI 5164', 'CSI 5167', 'CSI 5175', 'CSI 5183']"
sturm,1,1,['MAT 3320']
style,2,2,"['ADM 4338', 'PSY 2174']"
sub,2,2,"['CSI 3120', 'CSI 5147']"
subdivis,1,1,['CSI 5146']
subfield,1,1,['PSY 2174']
subgroup,2,3,"['MAT 2143', 'MAT 4144']"
subject,4,4,"['ADM 6302', 'PSY 4127', 'PSY 6144', 'PSY 6941']"
sublimin,1,1,['ADM 6322']
submit,4,4,"['ADM 4903', 'ADM 4904', 'ADM 4905', 'CSI 9997']"
subsequ,1,1,['CSI 5185']
subset,1,1,['CSI 5165']
subspac,1,1,['MAT 2141']
substant,1,1,['ADM 4346']
substitut,5,5,"['ADM 4307', 'MAT 1320', 'MAT 1330', 'MAT 1339', 'CSI 5106']"
substr,1,1,['CSI 5185']
subsystem,1,1,['ADM 6279']
success,9,9,"['ADM 3302', 'ADM 3333', 'ADM 4316', 'ADM 4339', 'ADM 4344', 'ADM 6260', 'PSY 3109', 'PSY 3174', 'CSI 9997']"
suffici,3,3,"['MAT 4175', 'MAT 5190', 'MAT 5375']"
sujet,1,2,['PSY 6991']
sum,5,5,"['MAT 1339', 'MAT 2141', 'MAT 2371', 'MAT 3143', 'CSI 5149']"
summar,1,1,['CSI 5387']
sup,1,1,['MAT 2125']
supervis,13,15,"['ADM 4903', 'ADM 4964', 'PSY 3124', 'PSY 4110', 'PSY 4276', 'PSY 4310', 'MAT 4900', 'MAT 5181', 'MAT 6997', 'CSI 4145', 'CSI 4900', 'CSI 5155', 'CSI 5904']"
supervisor,2,2,"['MAT 5996', 'MAT 6997']"
suppli,9,16,"['ADM 3301', 'ADM 3302', 'ADM 4326', 'ADM 4339', 'ADM 6274', 'ADM 6281', 'ADM 6286', 'ADM 6336', 'ADM 6382']"
support,14,19,"['ADM 1370', 'ADM 4315', 'ADM 6275', 'ADM 6279', 'ADM 6287', 'ADM 6367', 'ADM 6376', 'MAT 4373', 'CSI 5115', 'CSI 5151', 'CSI 5152', 'CSI 5153', 'CSI 5155', 'CSI 5175']"
supremum,2,2,"['MAT 1362', 'MAT 2125']"
supã©rieur,1,2,['PSY 6991']
sur,3,9,"['PSY 5824', 'PSY 6042', 'MAT 9904']"
surfac,9,12,"['MAT 1325', 'MAT 2122', 'MAT 2322', 'MAT 3153', 'MAT 3155', 'MAT 3378', 'MAT 5195', 'CSI 5146', 'CSI 5164']"
surgeri,1,1,['PSY 4302']
survey,11,11,"['ADM 3323', 'ADM 3337', 'ADM 6320', 'PSY 6107', 'PSY 6145', 'PSY 6945', 'MAT 2377', 'MAT 2379', 'MAT 3100', 'MAT 3377', 'CSI 5134']"
surviv,1,1,['ADM 3308']
sustain,6,8,"['ADM 2302', 'ADM 3378', 'ADM 4317', 'ADM 4338', 'ADM 6277', 'ADM 6279']"
swap,4,4,"['ADM 4351', 'ADM 4354', 'ADM 6351', 'ADM 6354']"
swarm,1,1,['CSI 5183']
sweden,1,1,['ADM 6277']
switch,1,1,['CSI 5128']
syllabu,1,3,['MAT 9998']
sylow,2,2,"['MAT 4143', 'MAT 5142']"
symbol,3,3,"['PSY 3377', 'CSI 4115', 'CSI 5386']"
symmetr,4,4,"['MAT 2141', 'MAT 2342', 'CSI 5105', 'CSI 5106']"
symmetri,1,1,['MAT 5317']
synapt,1,2,['PSY 3301']
synchron,4,4,"['CSI 4109', 'CSI 5161', 'CSI 5311', 'CSI 5312']"
synchronis,1,1,['CSI 4141']
syndrom,3,7,"['PSY 4180', 'PSY 5125', 'PSY 5924']"
synergi,1,1,['ADM 3319']
syntact,3,3,"['CSI 3120', 'CSI 4115', 'CSI 5185']"
syntax,1,1,['MAT 3361']
synthesi,2,2,"['ADM 3321', 'ADM 6324']"
sysc,1,1,['CSI 5142']
system,87,150,"['ADM 1340', 'ADM 2372', 'ADM 3301', 'ADM 3345', 'ADM 3346', 'ADM 3360', 'ADM 3363', 'ADM 3378', 'ADM 3379', 'ADM 4103', 'ADM 4312', 'ADM 4337', 'ADM 4345', 'ADM 4346', 'ADM 4379', 'ADM 5361', 'ADM 5370', 'ADM 6271', 'ADM 6276', 'ADM 6279', 'ADM 6281', 'ADM 6336', 'ADM 6340', 'ADM 6343', 'ADM 6365', 'ADM 6373', 'ADM 6376', 'ADM 6377', 'ADM 6382', 'PSY 1101', 'PSY 2301', 'PSY 3173', 'PSY 4180', 'PSY 4372', 'PSY 5102', 'PSY 5103', 'PSY 5125', 'PSY 5207', 'PSY 5924', 'PSY 6002', 'PSY 7104', 'PSY 7124', 'PSY 7167', 'PSY 7904', 'MAT 1302', 'MAT 1330', 'MAT 1332', 'MAT 1341', 'MAT 2324', 'MAT 2342', 'MAT 2384', 'MAT 3130', 'MAT 3361', 'MAT 3380', 'MAT 4349', 'MAT 5131', 'MAT 5133', 'MAT 5162', 'MAT 5174', 'MAT 5198', 'CSI 3131', 'CSI 4108', 'CSI 4109', 'CSI 4124', 'CSI 4139', 'CSI 4141', 'CSI 5100', 'CSI 5101', 'CSI 5115', 'CSI 5122', 'CSI 5124', 'CSI 5126', 'CSI 5128', 'CSI 5129', 'CSI 5134', 'CSI 5140', 'CSI 5154', 'CSI 5167', 'CSI 5169', 'CSI 5174', 'CSI 5175', 'CSI 5180', 'CSI 5183', 'CSI 5311', 'CSI 5312', 'CSI 5314', 'CSI 5380']"
systemat,2,2,"['PSY 6170', 'CSI 5111']"
systemsimplement,1,1,['CSI 5153']
sã©minair,1,2,['PSY 6991']
tabl,3,8,"['MAT 4378', 'MAT 5317', 'CSI 4115']"
tac,1,1,['MAT 9998']
tactic,4,4,"['ADM 1370', 'ADM 3326', 'ADM 4326', 'ADM 5370']"
take,5,5,"['ADM 4336', 'ADM 6322', 'PSY 6002', 'MAT 1308', 'CSI 9998']"
taken,5,5,"['MAT 1308', 'MAT 1318', 'MAT 1339', 'MAT 5131', 'CSI 6900']"
tangent,5,5,"['MAT 1303', 'MAT 1318', 'MAT 1322', 'MAT 1325', 'MAT 4155']"
target,4,4,"['ADM 6335', 'PSY 6127', 'PSY 6927', 'CSI 5380']"
task,5,7,"['ADM 3308', 'ADM 3998', 'ADM 6420', 'CSI 5128', 'CSI 5312']"
tax,5,13,"['ADM 3345', 'ADM 4340', 'ADM 4344', 'ADM 4348', 'ADM 6343']"
taxabl,2,4,"['ADM 3345', 'ADM 6343']"
taxat,2,2,"['ADM 4344', 'ADM 6343']"
taxpay,1,3,['ADM 3345']
taylor,4,4,"['MAT 1303', 'MAT 1322', 'MAT 1325', 'MAT 2122']"
teach,15,15,"['ADM 4339', 'MAT 9900', 'MAT 9901', 'MAT 9902', 'MAT 9903', 'MAT 9904', 'MAT 9905', 'MAT 9906', 'MAT 9907', 'MAT 9908', 'MAT 9909', 'MAT 9910', 'MAT 9911', 'MAT 9912', 'MAT 9913']"
teacher,2,4,"['PSY 5202', 'MAT 1395']"
team,8,10,"['ADM 3319', 'ADM 3357', 'ADM 3994', 'ADM 4325', 'ADM 4357', 'MAT 5992', 'CSI 2132', 'CSI 3130']"
technic,3,3,"['ADM 3379', 'ADM 4339', 'ADM 5370']"
techniqu,60,81,"['ADM 2302', 'ADM 2341', 'ADM 3308', 'ADM 3323', 'ADM 3333', 'ADM 3346', 'ADM 4307', 'ADM 4316', 'ADM 4337', 'ADM 4345', 'ADM 4346', 'ADM 4363', 'ADM 5300', 'ADM 6302', 'ADM 6311', 'ADM 6315', 'ADM 6324', 'ADM 6325', 'ADM 6377', 'PSY 2301', 'PSY 5114', 'PSY 5120', 'PSY 6114', 'PSY 6144', 'PSY 6151', 'PSY 6167', 'PSY 6168', 'PSY 6903', 'PSY 6941', 'PSY 6951', 'PSY 6963', 'PSY 6964', 'MAT 1303', 'MAT 1320', 'MAT 1332', 'MAT 1362', 'MAT 2348', 'MAT 2362', 'MAT 3395', 'MAT 5174', 'MAT 5181', 'CSI 2101', 'CSI 3105', 'CSI 4142', 'CSI 4150', 'CSI 5100', 'CSI 5101', 'CSI 5102', 'CSI 5116', 'CSI 5134', 'CSI 5135', 'CSI 5146', 'CSI 5147', 'CSI 5153', 'CSI 5154', 'CSI 5155', 'CSI 5174', 'CSI 5180', 'CSI 5311', 'CSI 5387']"
technolog,36,48,"['ADM 1101', 'ADM 1370', 'ADM 2372', 'ADM 3317', 'ADM 3319', 'ADM 3378', 'ADM 3379', 'ADM 4103', 'ADM 4307', 'ADM 4312', 'ADM 4319', 'ADM 4326', 'ADM 4346', 'ADM 4377', 'ADM 4378', 'ADM 4379', 'ADM 5351', 'ADM 5370', 'ADM 6275', 'ADM 6279', 'ADM 6281', 'ADM 6287', 'ADM 6302', 'ADM 6326', 'ADM 6330', 'ADM 6367', 'ADM 6381', 'PSY 6002', 'MAT 1348', 'CSI 2101', 'CSI 5105', 'CSI 5135', 'CSI 5152', 'CSI 5153', 'CSI 5380', 'CSI 5389']"
technologiestool,1,1,['ADM 4326']
tehnolog,1,1,['ADM 1301']
telecom,1,2,['ADM 4378']
telecommun,1,1,['ADM 5370']
telfer,1,1,['ADM 4103']
templat,2,3,"['CSI 2372', 'CSI 7314']"
tempor,1,1,['CSI 5168']
tenant,1,1,['ADM 3360']
tendenc,2,2,"['ADM 2303', 'PSY 2106']"
tensor,5,5,"['MAT 4141', 'MAT 4155', 'MAT 4183', 'MAT 5141', 'MAT 5144']"
tenur,1,1,['ADM 3360']
term,17,18,"['ADM 2350', 'ADM 2901', 'ADM 3351', 'ADM 3901', 'ADM 3902', 'ADM 4311', 'ADM 4349', 'ADM 4901', 'ADM 4902', 'ADM 4903', 'ADM 5350', 'ADM 6392', 'PSY 5120', 'PSY 6147', 'PSY 6947', 'CSI 9997', 'CSI 9998']"
test,29,49,"['ADM 2304', 'ADM 6315', 'PSY 2106', 'PSY 3307', 'PSY 4127', 'PSY 5120', 'PSY 6002', 'MAT 1371', 'MAT 1372', 'MAT 1373', 'MAT 2375', 'MAT 2377', 'MAT 2379', 'MAT 3375', 'MAT 4175', 'MAT 4375', 'MAT 5176', 'MAT 5191', 'MAT 5193', 'MAT 5317', 'MAT 5375', 'CSI 1308', 'CSI 5111', 'CSI 5118', 'CSI 5122', 'CSI 5174', 'CSI 5314', 'CSI 5387', 'CSI 7314']"
testabl,2,2,"['CSI 5111', 'CSI 5314']"
texa,1,1,['MAT 1374']
text,1,1,['CSI 5386']
theme,5,5,"['ADM 4312', 'PSY 3132', 'PSY 4371', 'MAT 1395', 'MAT 3101']"
theorem,41,73,"['ADM 5300', 'MAT 1302', 'MAT 1318', 'MAT 1320', 'MAT 1325', 'MAT 1330', 'MAT 1341', 'MAT 1372', 'MAT 2122', 'MAT 2125', 'MAT 2143', 'MAT 2322', 'MAT 2371', 'MAT 2379', 'MAT 3120', 'MAT 3130', 'MAT 3143', 'MAT 3166', 'MAT 3172', 'MAT 3341', 'MAT 4125', 'MAT 4141', 'MAT 4143', 'MAT 4154', 'MAT 4171', 'MAT 4175', 'MAT 4371', 'MAT 5125', 'MAT 5126', 'MAT 5133', 'MAT 5141', 'MAT 5142', 'MAT 5144', 'MAT 5149', 'MAT 5171', 'MAT 5180', 'MAT 5190', 'MAT 5375', 'CSI 3104', 'CSI 4101', 'CSI 5110']"
theoret,31,32,"['ADM 2352', 'ADM 3319', 'PSY 2105', 'PSY 3121', 'PSY 3136', 'PSY 3306', 'PSY 4173', 'PSY 5125', 'PSY 5924', 'PSY 6103', 'PSY 6118', 'PSY 6122', 'PSY 6123', 'PSY 6133', 'PSY 6152', 'PSY 6166', 'PSY 6918', 'PSY 6920', 'PSY 6923', 'PSY 6930', 'PSY 6952', 'PSY 6962', 'PSY 7108', 'PSY 7109', 'PSY 7908', 'PSY 7909', 'MAT 3172', 'MAT 3377', 'CSI 5111', 'CSI 5163', 'CSI 5308']"
theori,84,109,"['ADM 2352', 'ADM 3321', 'ADM 3326', 'ADM 3334', 'ADM 3352', 'ADM 4342', 'ADM 4352', 'ADM 4363', 'ADM 5330', 'ADM 6315', 'ADM 6322', 'ADM 6323', 'ADM 6332', 'ADM 6350', 'ADM 6383', 'PSY 3102', 'PSY 3109', 'PSY 3303', 'PSY 3378', 'PSY 4327', 'PSY 5104', 'PSY 5111', 'PSY 5911', 'PSY 6107', 'PSY 7123', 'PSY 7124', 'MAT 1348', 'MAT 1362', 'MAT 1374', 'MAT 1395', 'MAT 2342', 'MAT 2348', 'MAT 2362', 'MAT 2375', 'MAT 3172', 'MAT 3348', 'MAT 3361', 'MAT 3375', 'MAT 3378', 'MAT 4124', 'MAT 4143', 'MAT 4162', 'MAT 4167', 'MAT 4175', 'MAT 4183', 'MAT 4343', 'MAT 4349', 'MAT 4371', 'MAT 4372', 'MAT 4373', 'MAT 4377', 'MAT 4387', 'MAT 5105', 'MAT 5106', 'MAT 5125', 'MAT 5131', 'MAT 5142', 'MAT 5144', 'MAT 5160', 'MAT 5161', 'MAT 5162', 'MAT 5174', 'MAT 5176', 'MAT 5185', 'MAT 5190', 'MAT 5191', 'MAT 5192', 'MAT 5193', 'MAT 5195', 'MAT 5197', 'MAT 5198', 'MAT 5375', 'CSI 2101', 'CSI 4101', 'CSI 4105', 'CSI 4125', 'CSI 4150', 'CSI 5138', 'CSI 5147', 'CSI 5163', 'CSI 5167', 'CSI 5173', 'CSI 5183', 'CSI 5185']"
therapeut,7,7,"['PSY 1102', 'PSY 3142', 'PSY 6106', 'PSY 7104', 'PSY 7105', 'PSY 7904', 'PSY 7905']"
therapi,5,5,"['PSY 6106', 'PSY 7104', 'PSY 7123', 'PSY 7124', 'PSY 7904']"
thesi,6,8,"['PSY 6042', 'PSY 6127', 'PSY 6927', 'MAT 9998', 'CSI 4101', 'CSI 6900']"
theta,1,1,['CSI 5127']
think,2,2,"['ADM 4312', 'ADM 4317']"
thirti,1,1,['ADM 4312']
thought,4,4,"['PSY 1101', 'PSY 3303', 'PSY 6145', 'PSY 6945']"
three,6,9,"['ADM 4325', 'ADM 6316', 'MAT 1322', 'MAT 1332', 'MAT 1339', 'CSI 4130']"
throughout,3,3,"['ADM 3357', 'ADM 4357', 'ADM 6260']"
thã¨se,1,2,['PSY 6042']
time,26,41,"['ADM 3301', 'ADM 4307', 'ADM 6302', 'PSY 3101', 'PSY 6114', 'PSY 6117', 'PSY 6167', 'PSY 6903', 'PSY 6906', 'PSY 6963', 'MAT 3100', 'MAT 3379', 'MAT 4371', 'MAT 4372', 'MAT 5161', 'CSI 4115', 'CSI 4124', 'CSI 4141', 'CSI 5137', 'CSI 5138', 'CSI 5139', 'CSI 5140', 'CSI 5151', 'CSI 5161', 'CSI 5308', 'CSI 9998']"
today,1,1,['ADM 4311']
togeth,2,2,"['ADM 6274', 'ADM 6286']"
toler,4,8,"['CSI 4109', 'CSI 4141', 'CSI 5134', 'CSI 5173']"
tool,20,26,"['ADM 1370', 'ADM 2302', 'ADM 2303', 'ADM 2304', 'ADM 4311', 'ADM 4363', 'ADM 4379', 'ADM 6275', 'ADM 6279', 'ADM 6281', 'ADM 6287', 'ADM 6320', 'ADM 6321', 'ADM 6377', 'PSY 6107', 'PSY 6168', 'PSY 6964', 'CSI 1306', 'CSI 4141', 'CSI 5380']"
top,3,3,"['ADM 4311', 'ADM 5360', 'ADM 5361']"
