Word,Document Frequency,Term Frequency,Postings
rank,1,1,['MAT 5193']
rao,1,1,['MAT 5190']
raster,1,1,['CSI 5124']
rate,8,11,"['ADM 3351', 'ADM 4354', 'ADM 6351', 'ADM 6354', 'MAT 1318', 'MAT 1320', 'MAT 1339', 'MAT 4372']"
rather,1,1,['CSI 5153']
ratio,6,6,"['MAT 1318', 'MAT 4175', 'MAT 5176', 'MAT 5191', 'MAT 5192', 'MAT 5375']"
ration,5,7,"['MAT 1318', 'MAT 1339', 'MAT 1362', 'MAT 4154', 'MAT 5149']"
rational,2,2,"['PSY 3307', 'PSY 6105']"
ray,1,1,['CSI 5146']
rayleigh,1,1,['MAT 3341']
reaction,1,1,['MAT 5133']
read,5,6,"['ADM 3317', 'PSY 4110', 'PSY 7916', 'PSY 8916', 'CSI 5180']"
real,14,24,"['ADM 1101', 'ADM 1301', 'ADM 4311', 'ADM 4352', 'ADM 4356', 'ADM 6358', 'MAT 1302', 'MAT 1325', 'MAT 1362', 'MAT 2125', 'MAT 3153', 'CSI 4141', 'CSI 5151', 'CSI 5161']"
realiz,1,1,['ADM 6260']
rearrang,1,1,['CSI 5126']
reason,7,7,"['PSY 3378', 'PSY 5103', 'PSY 5105', 'PSY 6118', 'PSY 6918', 'CSI 4106', 'CSI 5101']"
receiv,3,3,"['ADM 4903', 'ADM 4904', 'ADM 4905']"
recent,7,7,"['ADM 3321', 'PSY 6152', 'PSY 6170', 'PSY 6952', 'CSI 4126', 'CSI 5168', 'CSI 5183']"
recherch,2,5,"['PSY 5824', 'PSY 6042']"
recogn,1,1,['ADM 4336']
recognit,6,9,"['PSY 4173', 'MAT 5181', 'MAT 5182', 'CSI 4134', 'CSI 5164', 'CSI 5185']"
recommend,1,1,['CSI 5154']
reconfigur,1,1,['CSI 5312']
record,5,5,"['ADM 3363', 'PSY 6114', 'PSY 6144', 'PSY 6903', 'PSY 6941']"
recoveri,4,5,"['CSI 3130', 'CSI 5134', 'CSI 5311', 'CSI 5312']"
recruit,2,2,"['ADM 3333', 'ADM 5331']"
recurr,2,2,"['MAT 2348', 'CSI 2101']"
recurs,4,6,"['MAT 4162', 'CSI 2101', 'CSI 3104', 'CSI 4101']"
reduct,3,4,"['ADM 6277', 'MAT 5181', 'CSI 5154']"
reflect,2,2,"['CSI 5113', 'CSI 5146']"
refuge,1,1,['PSY 3126']
regard,1,1,['ADM 4344']
regen,2,2,"['ADM 4317', 'MAT 4371']"
region,3,3,"['ADM 3318', 'ADM 4318', 'MAT 5193']"
regist,4,4,"['ADM 4904', 'ADM 4905', 'ADM 6395', 'MAT 1308']"
registr,9,11,"['PSY 4110', 'PSY 4276', 'PSY 4310', 'CSI 5137', 'CSI 5138', 'CSI 5139', 'CSI 5140', 'CSI 9997', 'CSI 9998']"
regress,21,24,"['ADM 2304', 'ADM 3308', 'ADM 5300', 'ADM 6301', 'PSY 2106', 'PSY 5120', 'PSY 5121', 'PSY 7101', 'MAT 1371', 'MAT 1372', 'MAT 2377', 'MAT 2379', 'MAT 3373', 'MAT 3375', 'MAT 3379', 'MAT 4375', 'MAT 4378', 'MAT 5182', 'MAT 5192', 'CSI 4145', 'CSI 5118']"
regul,5,5,"['ADM 3334', 'ADM 5310', 'ADM 6332', 'ADM 6393', 'PSY 6202']"
regular,10,10,"['ADM 4322', 'MAT 3373', 'MAT 4154', 'MAT 5133', 'MAT 5149', 'MAT 5185', 'CSI 3104', 'CSI 4103', 'CSI 4104', 'CSI 5155']"
regularli,2,2,"['PSY 7106', 'PSY 7906']"
rehabilit,1,2,['PSY 6113']
reinforc,1,1,['CSI 4145']
reject,1,1,['MAT 4374']
rel,2,2,"['ADM 4350', 'MAT 4183']"
relat,60,71,"['ADM 2337', 'ADM 3318', 'ADM 3319', 'ADM 3323', 'ADM 3334', 'ADM 3345', 'ADM 3346', 'ADM 4317', 'ADM 4318', 'ADM 4326', 'ADM 4339', 'ADM 4378', 'ADM 4904', 'ADM 4905', 'ADM 5310', 'ADM 5331', 'ADM 5361', 'ADM 6320', 'ADM 6331', 'ADM 6332', 'ADM 6365', 'PSY 3121', 'PSY 3126', 'PSY 3173', 'PSY 4181', 'PSY 4310', 'PSY 5103', 'PSY 5104', 'PSY 5113', 'PSY 6002', 'PSY 6105', 'PSY 6145', 'PSY 6151', 'PSY 6170', 'PSY 6945', 'PSY 6951', 'PSY 7101', 'PSY 7103', 'PSY 7108', 'PSY 7124', 'PSY 7908', 'MAT 1320', 'MAT 1348', 'MAT 1362', 'MAT 2348', 'MAT 2362', 'MAT 4154', 'MAT 4387', 'MAT 5106', 'MAT 5149', 'MAT 5192', 'MAT 5996', 'CSI 2101', 'CSI 2120', 'CSI 2132', 'CSI 4107', 'CSI 5102', 'CSI 5110', 'CSI 5129', 'CSI 9997']"
relationship,24,26,"['ADM 2352', 'ADM 3302', 'ADM 3308', 'ADM 3333', 'ADM 4326', 'ADM 4329', 'ADM 4337', 'ADM 5342', 'ADM 5361', 'ADM 6281', 'ADM 6321', 'ADM 6367', 'PSY 3102', 'PSY 3123', 'PSY 3128', 'PSY 3135', 'PSY 4122', 'PSY 4174', 'PSY 5125', 'PSY 5924', 'PSY 7105', 'PSY 7905', 'CSI 2132', 'CSI 5115']"
relev,14,16,"['ADM 2341', 'ADM 3316', 'ADM 3323', 'ADM 4342', 'ADM 5342', 'PSY 6002', 'PSY 6042', 'PSY 6134', 'PSY 6152', 'PSY 6931', 'PSY 6952', 'CSI 5167', 'CSI 5175', 'CSI 5380']"
reliabl,6,6,"['PSY 3307', 'PSY 6134', 'PSY 6931', 'CSI 4141', 'CSI 5111', 'CSI 5311']"
relief,1,1,['CSI 5174']
remain,2,2,"['ADM 4319', 'ADM 4329']"
remaind,3,3,"['ADM 3357', 'ADM 4357', 'MAT 1318']"
remarriag,1,1,['PSY 3123']
remiss,2,2,"['PSY 6182', 'PSY 6982']"
remot,1,1,['CSI 5312']
remov,1,1,['CSI 5164']
remuner,1,1,['ADM 4344']
render,1,3,['CSI 5146']
renew,1,1,['ADM 6330']
repeat,1,1,['PSY 5120']
replac,1,1,['MAT 5192']
replic,2,2,"['MAT 5195', 'CSI 5311']"
report,17,19,"['ADM 2342', 'ADM 3349', 'ADM 4325', 'ADM 4348', 'ADM 4349', 'ADM 4355', 'ADM 5341', 'ADM 6342', 'ADM 6901', 'PSY 4276', 'PSY 5104', 'PSY 7106', 'PSY 7906', 'MAT 4900', 'MAT 5992', 'MAT 6997', 'CSI 5903']"
repres,2,2,"['PSY 3303', 'CSI 5101']"
represent,11,13,"['ADM 2303', 'PSY 3378', 'MAT 1332', 'MAT 2141', 'MAT 4343', 'MAT 5126', 'CSI 4106', 'CSI 4133', 'CSI 5124', 'CSI 5146', 'CSI 5155']"
reproduc,1,1,['MAT 4373']
requir,20,30,"['ADM 3301', 'ADM 3379', 'ADM 4103', 'ADM 4319', 'ADM 4329', 'ADM 4338', 'ADM 4377', 'ADM 6261', 'ADM 6277', 'PSY 5121', 'PSY 6105', 'PSY 7101', 'MAT 1318', 'MAT 1339', 'CSI 4900', 'CSI 5111', 'CSI 5112', 'CSI 5180', 'CSI 5314', 'CSI 9998']"
resampl,3,3,"['MAT 4374', 'MAT 5176', 'MAT 5182']"
research,89,127,"['ADM 3323', 'ADM 3998', 'ADM 4325', 'ADM 4964', 'ADM 4998', 'ADM 4999', 'ADM 6320', 'ADM 6323', 'ADM 6325', 'PSY 2105', 'PSY 2110', 'PSY 2174', 'PSY 2301', 'PSY 3101', 'PSY 3102', 'PSY 3103', 'PSY 3105', 'PSY 3108', 'PSY 3109', 'PSY 3121', 'PSY 3122', 'PSY 3123', 'PSY 3124', 'PSY 3126', 'PSY 3128', 'PSY 3132', 'PSY 3135', 'PSY 3136', 'PSY 3142', 'PSY 3171', 'PSY 3173', 'PSY 3174', 'PSY 3303', 'PSY 3306', 'PSY 3377', 'PSY 3378', 'PSY 4105', 'PSY 4122', 'PSY 4134', 'PSY 4173', 'PSY 4174', 'PSY 4180', 'PSY 4181', 'PSY 4276', 'PSY 4302', 'PSY 4310', 'PSY 4372', 'PSY 5103', 'PSY 5104', 'PSY 5105', 'PSY 5111', 'PSY 5113', 'PSY 5114', 'PSY 5133', 'PSY 5158', 'PSY 5424', 'PSY 5911', 'PSY 5958', 'PSY 6002', 'PSY 6042', 'PSY 6103', 'PSY 6106', 'PSY 6123', 'PSY 6127', 'PSY 6134', 'PSY 6145', 'PSY 6154', 'PSY 6158', 'PSY 6170', 'PSY 6391', 'PSY 6923', 'PSY 6927', 'PSY 6931', 'PSY 6945', 'PSY 6958', 'PSY 7101', 'PSY 7102', 'PSY 7106', 'PSY 7167', 'PSY 7906', 'MAT 4900', 'MAT 5160', 'MAT 5996', 'CSI 5146', 'CSI 5180', 'CSI 5380', 'CSI 5389', 'CSI 7314', 'CSI 9997']"
reserv,3,5,"['ADM 4103', 'PSY 4276', 'MAT 1308']"
residu,2,2,"['MAT 3121', 'MAT 3166']"
resolut,2,2,"['ADM 2302', 'CSI 4125']"
resolv,2,2,"['ADM 4311', 'ADM 4338']"
resourc,19,24,"['ADM 1100', 'ADM 1300', 'ADM 1370', 'ADM 2302', 'ADM 2337', 'ADM 3313', 'ADM 3319', 'ADM 4311', 'ADM 4315', 'ADM 4338', 'ADM 4339', 'ADM 5331', 'ADM 5360', 'ADM 6276', 'ADM 6336', 'ADM 6340', 'PSY 6002', 'CSI 4141', 'CSI 5142']"
respect,1,1,['PSY 3306']
respons,16,17,"['ADM 1100', 'ADM 1101', 'ADM 1300', 'ADM 1301', 'ADM 2341', 'ADM 3318', 'ADM 3349', 'ADM 4317', 'ADM 4318', 'ADM 4355', 'ADM 4356', 'ADM 6321', 'MAT 3378', 'MAT 5192', 'MAT 5195', 'MAT 5317']"
restor,1,1,['CSI 4133']
restrict,2,2,"['ADM 3994', 'PSY 4127']"
result,9,9,"['ADM 2302', 'ADM 2313', 'ADM 3305', 'ADM 4307', 'ADM 6335', 'MAT 2141', 'MAT 5992', 'MAT 5996', 'CSI 9997']"
retail,1,1,['ADM 6365']
retain,2,2,"['ADM 4329', 'ADM 4344']"
retaken,1,1,['CSI 9998']
retarget,1,1,['CSI 5147']
retent,2,2,"['ADM 6420', 'PSY 3174']"
retriev,2,6,"['CSI 4107', 'CSI 5386']"
return,2,2,"['ADM 2350', 'ADM 2352']"
reus,1,1,['CSI 7314']
revers,1,1,['ADM 3302']
review,35,41,"['ADM 3323', 'ADM 4336', 'ADM 6275', 'ADM 6277', 'ADM 6287', 'PSY 3306', 'PSY 5125', 'PSY 5924', 'PSY 6042', 'PSY 6102', 'PSY 6103', 'PSY 6115', 'PSY 6146', 'PSY 6158', 'PSY 6170', 'PSY 6904', 'PSY 6946', 'PSY 6958', 'PSY 7123', 'MAT 1300', 'MAT 1308', 'MAT 1320', 'MAT 1325', 'MAT 1341', 'MAT 2125', 'MAT 2342', 'MAT 2348', 'MAT 4371', 'MAT 4372', 'CSI 2101', 'CSI 4134', 'CSI 5167', 'CSI 5174', 'CSI 5185', 'CSI 5390']"
reward,3,3,"['ADM 3337', 'ADM 6335', 'PSY 3301']"
rewrit,1,1,['MAT 5162']
riemann,4,4,"['MAT 2125', 'MAT 4154', 'MAT 5149', 'MAT 5185']"
riemannian,3,3,"['MAT 3155', 'MAT 4155', 'MAT 4183']"
riesz,1,1,['MAT 5126']
right,8,8,"['ADM 3319', 'ADM 3333', 'ADM 5331', 'ADM 6275', 'ADM 6287', 'CSI 2911', 'CSI 3130', 'CSI 5168']"
ring,6,15,"['MAT 3143', 'MAT 4141', 'MAT 4143', 'MAT 5141', 'MAT 5142', 'MAT 5144']"
risk,23,29,"['ADM 2350', 'ADM 2352', 'ADM 3349', 'ADM 3350', 'ADM 4103', 'ADM 4316', 'ADM 4318', 'ADM 4351', 'ADM 4356', 'ADM 4377', 'ADM 5350', 'ADM 6261', 'ADM 6274', 'ADM 6281', 'ADM 6286', 'ADM 6322', 'ADM 6357', 'ADM 6358', 'ADM 6381', 'PSY 3174', 'PSY 3306', 'PSY 6182', 'PSY 6982']"
robber,1,1,['CSI 5127']
robot,1,1,['CSI 5164']
robust,3,3,"['MAT 5190', 'MAT 5191', 'CSI 5168']"
roch,2,2,"['MAT 4154', 'MAT 5149']"
role,24,26,"['ADM 1100', 'ADM 1300', 'ADM 1340', 'ADM 2341', 'ADM 3302', 'ADM 3318', 'ADM 3360', 'ADM 3379', 'ADM 4336', 'ADM 4341', 'ADM 4342', 'ADM 5370', 'ADM 6281', 'ADM 6358', 'ADM 6382', 'PSY 3121', 'PSY 4122', 'PSY 4134', 'PSY 4372', 'PSY 6113', 'PSY 6122', 'PSY 6920', 'CSI 4124', 'CSI 5100']"
root,6,6,"['PSY 6109', 'PSY 6901', 'MAT 3166', 'MAT 3380', 'MAT 5107', 'CSI 4106']"
rout,6,7,"['CSI 5127', 'CSI 5128', 'CSI 5148', 'CSI 5166', 'CSI 5169', 'CSI 5173']"
rsa,1,1,['MAT 5160']
rti,1,1,['CSI 5161']
rule,11,15,"['ADM 3308', 'MAT 1303', 'MAT 1308', 'MAT 1320', 'MAT 1322', 'MAT 1330', 'MAT 1339', 'MAT 2122', 'CSI 2120', 'CSI 5180', 'CSI 5386']"
run,2,2,"['CSI 4115', 'CSI 5161']"
râ¢n,1,1,['MAT 2125']
rã©daction,1,2,['PSY 6042']
safe,1,1,['CSI 5134']
safeti,2,2,"['ADM 4336', 'ADM 5331']"
salari,1,1,['ADM 2337']
sale,7,8,"['ADM 1370', 'ADM 3302', 'ADM 3308', 'ADM 3326', 'ADM 4329', 'ADM 6323', 'ADM 6365']"
sampl,15,20,"['ADM 3323', 'ADM 5300', 'PSY 5133', 'MAT 1372', 'MAT 2371', 'MAT 2379', 'MAT 3377', 'MAT 3378', 'MAT 4175', 'MAT 4374', 'MAT 5176', 'MAT 5191', 'MAT 5192', 'MAT 5375', 'CSI 7314']"
sandbox,2,2,"['ADM 6275', 'ADM 6287']"
satisfact,3,3,"['ADM 2336', 'ADM 3337', 'PSY 3124']"
satisfactori,23,50,"['ADM 4903', 'ADM 4904', 'ADM 4905', 'ADM 6901', 'PSY 6042', 'MAT 5996', 'MAT 6997', 'MAT 9900', 'MAT 9901', 'MAT 9902', 'MAT 9903', 'MAT 9904', 'MAT 9905', 'MAT 9906', 'MAT 9907', 'MAT 9908', 'MAT 9909', 'MAT 9910', 'MAT 9911', 'MAT 9912', 'MAT 9913', 'MAT 9998', 'CSI 5903']"
satisfais,2,6,"['PSY 6042', 'MAT 9904']"
scalabl,2,2,"['CSI 5131', 'CSI 5380']"
scalar,2,2,"['MAT 1339', 'MAT 1341']"
scale,5,5,"['ADM 4337', 'ADM 6301', 'ADM 6319', 'MAT 5185', 'CSI 5155']"
scarc,1,1,['ADM 2302']
scenario,1,1,['CSI 5314']
schedul,5,6,"['ADM 5380', 'ADM 6395', 'CSI 3131', 'CSI 4141', 'CSI 4900']"
schema,1,1,['CSI 5100']
scheme,3,3,"['MAT 1318', 'MAT 1339', 'CSI 4108']"
schmidt,4,4,"['MAT 1341', 'MAT 2141', 'MAT 2342', 'MAT 5341']"
schole,1,1,['MAT 4372']
school,15,16,"['ADM 4103', 'PSY 3135', 'PSY 3174', 'PSY 3303', 'PSY 3378', 'PSY 6002', 'PSY 6147', 'PSY 6154', 'PSY 6947', 'MAT 1302', 'MAT 1395', 'CSI 5137', 'CSI 5138', 'CSI 5139', 'CSI 5140']"
schur,2,2,"['MAT 3341', 'MAT 5141']"
schurâ€™,1,1,['MAT 4141']
schwarz,1,1,['MAT 2122']
scienc,20,25,"['ADM 5330', 'ADM 6322', 'ADM 6392', 'PSY 5424', 'PSY 5824', 'PSY 6168', 'PSY 6964', 'MAT 1302', 'MAT 1308', 'MAT 1330', 'MAT 1332', 'MAT 3361', 'MAT 3395', 'MAT 4371', 'MAT 4378', 'CSI 2101', 'CSI 2911', 'CSI 5131', 'CSI 5152', 'CSI 5166']"
scientif,6,9,"['PSY 4130', 'PSY 4173', 'PSY 6042', 'PSY 6133', 'PSY 6930', 'CSI 1308']"
scientifiqu,1,2,['PSY 6042']
scope,3,3,"['ADM 4103', 'CSI 4106', 'CSI 6900']"
score,3,5,"['ADM 3308', 'PSY 5202', 'MAT 5191']"
script,2,2,"['CSI 3120', 'CSI 5151']"
search,13,16,"['ADM 3998', 'MAT 5197', 'CSI 2110', 'CSI 3140', 'CSI 4106', 'CSI 4107', 'CSI 4140', 'CSI 5121', 'CSI 5127', 'CSI 5152', 'CSI 5165', 'CSI 5169', 'CSI 5389']"
season,1,1,['MAT 3379']
secant,2,2,"['MAT 1318', 'MAT 3380']"
second,6,6,"['ADM 3357', 'ADM 4357', 'MAT 1320', 'MAT 1325', 'MAT 1339', 'MAT 5133']"
secondari,1,1,['ADM 4325']
secret,1,1,['CSI 5105']
section,2,2,"['ADM 6316', 'PSY 7101']"
sector,10,12,"['ADM 3301', 'ADM 4355', 'ADM 5310', 'ADM 6276', 'ADM 6311', 'ADM 6367', 'ADM 6376', 'ADM 6901', 'PSY 6127', 'PSY 6927']"
secur,28,46,"['ADM 2372', 'ADM 3357', 'ADM 3363', 'ADM 3378', 'ADM 4350', 'ADM 4351', 'ADM 4357', 'ADM 4377', 'ADM 4378', 'ADM 6351', 'ADM 6353', 'ADM 6357', 'CSI 3130', 'CSI 3131', 'CSI 4108', 'CSI 4139', 'CSI 5105', 'CSI 5106', 'CSI 5110', 'CSI 5115', 'CSI 5116', 'CSI 5128', 'CSI 5136', 'CSI 5148', 'CSI 5168', 'CSI 5175', 'CSI 5312', 'CSI 5389']"
see,1,1,['MAT 1395']
seek,1,2,['ADM 4315']
seeker,1,1,['ADM 3317']
seen,1,1,['MAT 3101']
segment,5,5,"['ADM 2320', 'ADM 4328', 'ADM 5320', 'ADM 6325', 'CSI 4133']"
seidel,1,1,['MAT 3380']
select,57,66,"['ADM 3323', 'ADM 3333', 'ADM 3352', 'ADM 3994', 'ADM 4103', 'ADM 4307', 'ADM 4326', 'ADM 4328', 'ADM 4998', 'ADM 4999', 'ADM 5331', 'ADM 6276', 'ADM 6325', 'ADM 6392', 'ADM 6395', 'PSY 3124', 'PSY 4127', 'PSY 4174', 'PSY 5120', 'PSY 5133', 'PSY 5202', 'PSY 6114', 'PSY 6115', 'PSY 6167', 'PSY 6191', 'PSY 6903', 'PSY 6904', 'PSY 6963', 'PSY 6991', 'PSY 7190', 'PSY 7916', 'PSY 8916', 'MAT 1395', 'MAT 4124', 'MAT 4162', 'MAT 4199', 'MAT 4376', 'MAT 4399', 'MAT 4992', 'MAT 4995', 'MAT 4996', 'MAT 5105', 'MAT 5107', 'MAT 5125', 'MAT 5126', 'CSI 4101', 'CSI 4103', 'CSI 4104', 'CSI 4105', 'CSI 4900', 'CSI 5105', 'CSI 5137', 'CSI 5138', 'CSI 5139', 'CSI 5140', 'CSI 5180', 'CSI 5387']"
self,6,7,"['ADM 4317', 'PSY 3109', 'PSY 3121', 'CSI 5121', 'CSI 5128', 'CSI 5148']"
sell,4,4,"['ADM 3322', 'ADM 4329', 'ADM 5320', 'ADM 6323']"
seller,1,1,['ADM 4329']
semant,12,18,"['PSY 6114', 'PSY 6903', 'MAT 3361', 'MAT 5162', 'CSI 3120', 'CSI 3140', 'CSI 4125', 'CSI 5101', 'CSI 5113', 'CSI 5135', 'CSI 5153', 'CSI 5180']"
semest,5,7,"['ADM 4903', 'ADM 4904', 'ADM 4905', 'MAT 4900', 'CSI 4900']"
semi,1,1,['CSI 5129']
seminar,25,30,"['ADM 3396', 'ADM 4396', 'ADM 6393', 'ADM 6396', 'PSY 4173', 'PSY 6109', 'PSY 6114', 'PSY 6118', 'PSY 6143', 'PSY 6145', 'PSY 6155', 'PSY 6191', 'PSY 6202', 'PSY 6901', 'PSY 6903', 'PSY 6918', 'PSY 6945', 'PSY 6963', 'PSY 6991', 'PSY 7112', 'PSY 7114', 'PSY 7190', 'MAT 4900', 'MAT 5992', 'MAT 5996']"
seminarstutori,1,3,['PSY 6167']
seminartutori,1,1,['PSY 6391']
semisimpl,3,3,"['MAT 4141', 'MAT 4142', 'MAT 5141']"
sens,1,1,['ADM 4363']
sensat,1,1,['PSY 3126']
sensit,2,2,"['CSI 4150', 'CSI 5154']"
sensor,3,3,"['CSI 5151', 'CSI 5154', 'CSI 5169']"
sensori,6,6,"['PSY 1101', 'PSY 2301', 'PSY 3128', 'PSY 5105', 'PSY 6114', 'PSY 6903']"
sentiment,1,1,['CSI 5180']
separ,9,9,"['PSY 3123', 'MAT 1322', 'MAT 4130', 'MAT 4143', 'MAT 4153', 'MAT 5133', 'MAT 5142', 'MAT 5151', 'CSI 5127']"
septemb,1,1,['ADM 6395']
sequenc,12,12,"['MAT 1303', 'MAT 1322', 'MAT 1325', 'MAT 1362', 'MAT 2125', 'MAT 3166', 'MAT 4141', 'MAT 4170', 'MAT 5141', 'MAT 5170', 'CSI 5126', 'CSI 5128']"
seri,18,26,"['ADM 4307', 'ADM 6302', 'PSY 4302', 'MAT 1300', 'MAT 1303', 'MAT 1308', 'MAT 1322', 'MAT 2125', 'MAT 2324', 'MAT 2384', 'MAT 3120', 'MAT 3121', 'MAT 3320', 'MAT 3379', 'MAT 4124', 'MAT 4143', 'MAT 5142', 'MAT 5185']"
server,3,4,"['CSI 3140', 'CSI 4107', 'CSI 5380']"
servic,30,37,"['ADM 1370', 'ADM 2341', 'ADM 3301', 'ADM 3302', 'ADM 3322', 'ADM 4316', 'ADM 4326', 'ADM 4377', 'ADM 4378', 'ADM 4903', 'ADM 5380', 'ADM 6277', 'ADM 6321', 'ADM 6340', 'ADM 6382', 'PSY 5133', 'PSY 6002', 'PSY 6122', 'PSY 6155', 'PSY 6920', 'PSY 6954', 'PSY 7103', 'PSY 7105', 'PSY 7905', 'CSI 3140', 'CSI 4118', 'CSI 5148', 'CSI 5169', 'CSI 5380', 'CSI 5389']"
session,3,3,"['MAT 6997', 'CSI 4118', 'CSI 6900']"
set,24,30,"['ADM 4342', 'ADM 4363', 'ADM 6335', 'ADM 6367', 'PSY 6002', 'PSY 6113', 'MAT 1348', 'MAT 1362', 'MAT 2348', 'MAT 2362', 'MAT 3153', 'MAT 3361', 'MAT 4141', 'MAT 4154', 'MAT 4162', 'MAT 4348', 'MAT 5105', 'MAT 5141', 'MAT 5149', 'CSI 4101', 'CSI 5154', 'CSI 5165', 'CSI 5308', 'CSI 5380']"
sever,7,7,"['ADM 6395', 'PSY 6002', 'MAT 1300', 'MAT 1303', 'MAT 1332', 'MAT 2322', 'CSI 5121']"
sexual,7,15,"['PSY 3105', 'PSY 3121', 'PSY 3122', 'PSY 4122', 'PSY 4174', 'PSY 7109', 'PSY 7909']"
shape,3,3,"['ADM 4311', 'CSI 5129', 'CSI 5185']"
share,3,3,"['ADM 6281', 'CSI 5105', 'CSI 5380']"
sharehold,1,1,['ADM 4344']
sheet,2,2,"['ADM 2342', 'ADM 3340']"
shor,1,1,['MAT 5341']
short,5,5,"['ADM 2350', 'PSY 6147', 'PSY 6947', 'MAT 4141', 'MAT 5141']"
shortest,2,2,"['MAT 5106', 'CSI 5163']"
side,1,1,['CSI 4107']
signal,2,2,"['PSY 5105', 'MAT 4371']"
signatur,2,2,"['CSI 4108', 'CSI 5116']"
signific,4,4,"['ADM 4319', 'MAT 5176', 'MAT 5191', 'CSI 5387']"
similar,4,4,"['ADM 6311', 'PSY 6127', 'PSY 6927', 'CSI 5180']"
simpl,8,9,"['ADM 2304', 'PSY 2116', 'MAT 1332', 'MAT 3172', 'MAT 3375', 'MAT 3377', 'CSI 2110', 'CSI 5121']"
simplex,3,3,"['MAT 2342', 'MAT 4387', 'CSI 4150']"
simpson,1,1,['MAT 1320']
simul,12,24,"['ADM 3305', 'ADM 4322', 'PSY 6155', 'PSY 6168', 'PSY 6964', 'MAT 1373', 'MAT 2379', 'MAT 4374', 'MAT 5174', 'CSI 4124', 'CSI 5131', 'CSI 5161']"
simultan,2,2,"['ADM 4315', 'MAT 3378']"
singular,4,4,"['MAT 2342', 'MAT 3341', 'MAT 5107', 'MAT 5185']"
site,1,1,['ADM 4379']
situat,3,4,"['ADM 1101', 'ADM 1301', 'ADM 3319']"
six,1,1,['MAT 9998']
size,1,1,['MAT 3378']
sketch,2,2,"['MAT 1330', 'MAT 1339']"
skill,13,20,"['ADM 2381', 'ADM 3305', 'ADM 4329', 'ADM 4337', 'ADM 6336', 'PSY 3378', 'PSY 5158', 'PSY 5207', 'PSY 5424', 'PSY 5958', 'PSY 6002', 'PSY 7105', 'PSY 7905']"
sleep,4,21,"['PSY 3301', 'PSY 4327', 'PSY 6167', 'PSY 6963']"
small,8,8,"['ADM 4315', 'ADM 4328', 'ADM 4903', 'ADM 5300', 'ADM 6368', 'PSY 4310', 'MAT 3101', 'CSI 4900']"
smart,2,4,"['ADM 6277', 'CSI 5180']"
smooth,3,3,"['MAT 4374', 'MAT 5181', 'MAT 5182']"
sn,2,2,"['MAT 1318', 'MAT 1339']"
snell,1,1,['MAT 4372']
sniffer,1,1,['CSI 4139']
soboloev,1,1,['MAT 5133']
social,58,82,"['ADM 1100', 'ADM 1101', 'ADM 1300', 'ADM 1301', 'ADM 2313', 'ADM 3317', 'ADM 3321', 'ADM 3378', 'ADM 4317', 'ADM 4355', 'ADM 4377', 'ADM 5310', 'ADM 5320', 'ADM 6279', 'ADM 6315', 'ADM 6316', 'ADM 6321', 'PSY 1102', 'PSY 2105', 'PSY 2110', 'PSY 3105', 'PSY 3109', 'PSY 3121', 'PSY 3126', 'PSY 3132', 'PSY 3135', 'PSY 3136', 'PSY 3171', 'PSY 3378', 'PSY 4134', 'PSY 5111', 'PSY 5113', 'PSY 5114', 'PSY 5158', 'PSY 5911', 'PSY 5958', 'PSY 6102', 'PSY 6103', 'PSY 6115', 'PSY 6127', 'PSY 6146', 'PSY 6147', 'PSY 6158', 'PSY 6166', 'PSY 6182', 'PSY 6904', 'PSY 6927', 'PSY 6946', 'PSY 6947', 'PSY 6958', 'PSY 6962', 'PSY 6982', 'MAT 1302', 'MAT 1308', 'CSI 2911', 'CSI 5128', 'CSI 5152', 'CSI 5154']"
socialcommun,1,3,['PSY 5424']
socialecommunautair,1,3,['PSY 5824']
societ,5,5,"['ADM 4355', 'ADM 6381', 'PSY 3121', 'PSY 3142', 'MAT 1374']"
societi,8,8,"['ADM 3349', 'ADM 4317', 'ADM 4341', 'ADM 4342', 'ADM 5310', 'ADM 6321', 'PSY 3126', 'PSY 3135']"
socio,6,6,"['ADM 1101', 'ADM 1301', 'ADM 3319', 'PSY 6116', 'PSY 6905', 'PSY 7167']"
sociolog,2,2,"['ADM 3321', 'ADM 6322']"
softwar,31,41,"['ADM 2304', 'ADM 3305', 'ADM 5370', 'ADM 6261', 'ADM 6302', 'MAT 1371', 'MAT 2379', 'MAT 3375', 'MAT 3377', 'MAT 3378', 'MAT 3379', 'MAT 4375', 'MAT 5181', 'CSI 1306', 'CSI 1308', 'CSI 1390', 'CSI 3140', 'CSI 4118', 'CSI 4124', 'CSI 4139', 'CSI 5102', 'CSI 5110', 'CSI 5111', 'CSI 5112', 'CSI 5116', 'CSI 5122', 'CSI 5134', 'CSI 5136', 'CSI 5137', 'CSI 5151', 'CSI 7314']"
sole,1,1,['ADM 6365']
solut,20,26,"['ADM 2341', 'ADM 3379', 'ADM 4377', 'ADM 6261', 'ADM 6383', 'PSY 4173', 'MAT 1302', 'MAT 1303', 'MAT 1332', 'MAT 1339', 'MAT 1341', 'MAT 2324', 'MAT 2384', 'MAT 3320', 'MAT 4130', 'MAT 5131', 'MAT 5133', 'MAT 5180', 'CSI 4150', 'CSI 5175']"
